Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/benchmarks/middleware.js use 11 2 20
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.954482316971
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.712017893791
Total Relevent edge above 0.9 ===>  2/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js send 21 2 302
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js count 19 0 298 =======> 0.001966040116
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.260897785425
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.747924208641
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.703740417957
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.925322890282
Total Relevent edge above 0.9 ===>  1/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js listen 26 2 307
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js count 19 0 298 =======> 0.002007002244
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.847979962826
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.707008659840
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.140906184912
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.586178123951
Total Relevent edge above 0.9 ===>  0/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js use 13 37 332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.415566712618
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.432108819485
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.921584308147
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.391475677490
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.891529798508
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.769790589809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.942458450794
Total Relevent edge above 0.9 ===>  2/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js logger 13 45 334
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.000000995007
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.000001443504
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.000005973887
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.237415775657
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.000003940720
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.000000797450
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.004526519217
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js use 19 0 335
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.941059291363
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.909415841103
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.888171732426
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.602956175804
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.921905279160
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.265643179417
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.199486464262
Total Relevent edge above 0.9 ===>  3/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js cookieParser 19 8 336
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.000001889068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.000003166910
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.000014645847
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.744176268578
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.000006334551
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.000001060817
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.005781205371
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js use 22 0 337
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.952825844288
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.924996495247
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.916054308414
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.769012451172
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.914245367050
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.289586216211
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.369673252106
Total Relevent edge above 0.9 ===>  4/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js urlencoded 22 8 338
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.000107412838
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.000170028143
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.000228621313
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.990192174911
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.000084624662
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.000012790487
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.135186970234
Total Relevent edge above 0.9 ===>  1/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js get 24 0 342
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.985219597816
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.983932852745
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.842437684536
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.201123416424
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.918157696724
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.291278392076
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.092992350459
Total Relevent edge above 0.9 ===>  3/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js send 26 4 350
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.001273237402
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.001590881380
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.016999294981
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.315849691629
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.021677276120
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.020426515490
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.938475489616
Total Relevent edge above 0.9 ===>  1/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js send 28 4 352
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.001273237402
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.001590880565
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.016999287531
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.315849453211
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.021677270532
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.020426524803
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.938475370407
Total Relevent edge above 0.9 ===>  1/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js get 34 0 353
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.985807657242
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.987095832825
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.857323944569
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.223603188992
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.931404829025
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.312444537878
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.084376715124
Total Relevent edge above 0.9 ===>  3/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js clearCookie 35 2 355
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.065847352147
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.127643108368
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.488849133253
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.287054210901
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.256077915430
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.066201291978
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.194076672196
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js redirect 36 2 357
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.030600652099
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.055944263935
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.246549010277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.351756751537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.105368584394
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.033007182181
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.185251548886
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js post 39 0 359
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.977723121643
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.977739393711
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.970704734325
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.403369873762
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.981401741505
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.653291881084
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.427756339312
Total Relevent edge above 0.9 ===>  4/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js cookie 41 25 366
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.020294418558
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.024989236146
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.228738158941
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.715122163296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.087982997298
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.029915552586
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.995262742043
Total Relevent edge above 0.9 ===>  1/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js redirect 42 2 370
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.012961799279
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.026908284053
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.220701754093
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.073926657438
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.140967249870
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.102382056415
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.295072317123
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js listen 47 2 374
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 24 13 344 =======> 0.653727412224
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 34 19 354 =======> 0.733282506466
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookies/index.js nan 39 14 361 =======> 0.608769178391
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.800126314163
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.622838497162
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.072989366949
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.489957869053
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js get 15 0 397
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.966055512428
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.984404981136
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.988994896412
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.400258421898
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.952866315842
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.375267684460
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.315575301647
Total Relevent edge above 0.9 ===>  4/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js send 16 2 402
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.399037510157
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.244066476822
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.346572577953
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.728422164917
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.120874106884
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.005885594990
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.399124830961
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js get 26 0 404
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.892167747021
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.971051037312
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.993745684624
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.239192306995
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.981735765934
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.652252197266
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.336732357740
Total Relevent edge above 0.9 ===>  3/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js download 27 2 407
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.700449943542
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.567037224770
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.900799870491
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.584882080555
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.746775627136
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.262909829617
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.787376463413
Total Relevent edge above 0.9 ===>  1/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js next 29 35 421
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.002319159685
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.004517726600
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.292048603296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.009994958527
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.123793967068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.280033946037
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.330202698708
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js send 32 4 423
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.230117961764
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.227616488934
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.760242104530
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.232856586576
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.580726623535
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.242532566190
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.563339829445
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js listen 38 2 427
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 15 13 399 =======> 0.777437269688
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 26 27 405 =======> 0.784172534943
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/downloads/index.js nan 27 53 413 =======> 0.847061991692
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.853545546532
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.741821289062
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.241040781140
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.772211909294
Total Relevent edge above 0.9 ===>  0/7
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/ejs/index.js engine 23 0 445
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/ejs/index.js nan 45 13 470 =======> 0.244378253818
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.894106924534
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.498248368502
