Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/__tests__/MultiRequire.js Map 66 13 234
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isKeyed.js isKeyed 3 7 8828 =======> 0.968502938747
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isOrdered.js isOrdered 3 7 8861 =======> 0.945414364338
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isRecord.js isRecord 3 7 8900 =======> 0.943342268467
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isSeq.js isSeq 3 7 8911 =======> 0.814112722874
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/utils/isArrayLike.js isArrayLike 1 15 9173 =======> 0.568614840508
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js toIndexedSeq 111 10 6943
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 8 13 1645 =======> 0.854186117649
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 14 13 1656 =======> 0.979067027569
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 20 13 1666 =======> 0.963212370872
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 26 13 1676 =======> 0.972699701786
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 11 13 3075 =======> 0.970246434212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 15 10 3079 =======> 0.454553961754
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 24 59 3087 =======> 0.000027767666
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 27 38 3090 =======> 0.000099111421
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorValue 31 7 3093 =======> 0.972608566284
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorDone 42 7 3109 =======> 0.982046544552
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js hasIterator 46 7 3115 =======> 0.945986926556
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isIterator 55 7 3129 =======> 0.922803342342
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIterator 59 7 3135 =======> 0.911844789982
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIteratorFn 64 0 3144 =======> 0.878512799740
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isEntriesIterable 74 7 3150 =======> 0.374499797821
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isKeysIterable 79 7 3157 =======> 0.661911785603
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 25 13 6821 =======> 0.853751778603
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 33 7 6835 =======> 0.890414178371
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 37 10 6839 =======> 0.006895672996
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 41 13 6845 =======> 0.787136614323
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 51 11 6859 =======> 0.005117883906
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 69 12 6882 =======> 0.004791227635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 74 26 6890 =======> 0.003023164812
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 87 13 6908 =======> 0.893532693386
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 99 12 6927 =======> 0.024884441867
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 105 13 6934 =======> 0.940077841282
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 117 11 6953 =======> 0.011133850552
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 121 14 6958 =======> 0.023397816345
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 125 10 6961 =======> 0.006906970870
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 131 13 6969 =======> 0.928804874420
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 137 11 6979 =======> 0.010867469013
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 141 10 6983 =======> 0.021510826424
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 156 13 6994 =======> 0.976851999760
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 161 5 6999 =======> 0.006248459220
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 165 11 7008 =======> 0.009448867291
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 178 12 7023 =======> 0.017668943852
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 182 24 7029 =======> 0.003510719165
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 193 13 7043 =======> 0.828015863895
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 202 5 7058 =======> 0.003065859899
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 209 5 7066 =======> 0.352067112923
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 213 11 7071 =======> 0.003182949498
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 227 12 7086 =======> 0.005838524085
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 232 24 7093 =======> 0.003488267539
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 244 13 7107 =======> 0.941056549549
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 249 19 7111 =======> 0.000623682456
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 267 20 7137 =======> 0.000540524488
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 277 24 7153 =======> 0.006933415774
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js emptySequence 288 0 7162 =======> 0.972808122635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.601111888885
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.197897732258
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.000086120635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.016039762646
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js MakeRef 14 7 7831 =======> 0.968936204910
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js SetRef 18 7 7837 =======> 0.878662467003
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js OwnerID 27 7 7842 =======> 0.870352745056
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js ensureSize 29 7 7845 =======> 0.901793181896
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wrapIndex 36 7 7856 =======> 0.562922596931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js returnTrue 54 7 7870 =======> 0.005901630968
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wholeSlice 58 7 7873 =======> 0.903884828091
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveBegin 66 7 7883 =======> 0.931736469269
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveEnd 70 7 7889 =======> 0.769297480583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveIndex 74 0 7893 =======> 0.000814756728
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js isNeg 88 0 7907 =======> 0.001435308601
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isAssociative.js isAssociative 4 7 8781 =======> 0.281456887722
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isCollection.js isCollection 4 7 8792 =======> 0.970534920692
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isImmutable.js isImmutable 4 7 8806 =======> 0.945437967777
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isKeyed.js isKeyed 3 7 8828 =======> 0.975541234016
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isOrdered.js isOrdered 3 7 8861 =======> 0.939896881580
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isRecord.js isRecord 3 7 8900 =======> 0.966596186161
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isSeq.js isSeq 3 7 8911 =======> 0.907404124737
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/utils/isArrayLike.js isArrayLike 1 15 9173 =======> 0.845144629478
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js toSeq 113 8 6948
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 8 13 1645 =======> 0.433138728142
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 14 13 1656 =======> 0.821604311466
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 20 13 1666 =======> 0.731766760349
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 26 13 1676 =======> 0.800569415092
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 11 13 3075 =======> 0.707323968410
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 15 10 3079 =======> 0.037560246885
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 24 59 3087 =======> 0.000005204303
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 27 38 3090 =======> 0.000015112277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorValue 31 7 3093 =======> 0.890933632851
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorDone 42 7 3109 =======> 0.890401721001
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js hasIterator 46 7 3115 =======> 0.884036004543
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isIterator 55 7 3129 =======> 0.843855917454
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIterator 59 7 3135 =======> 0.800991058350
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIteratorFn 64 0 3144 =======> 0.684006631374
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isEntriesIterable 74 7 3150 =======> 0.191330879927
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isKeysIterable 79 7 3157 =======> 0.434775888920
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 25 13 6821 =======> 0.578324496746
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 33 7 6835 =======> 0.291307240725
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 37 10 6839 =======> 0.001002739766
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 41 13 6845 =======> 0.174647212029
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 51 11 6859 =======> 0.000872736622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 69 12 6882 =======> 0.001386480406
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 74 26 6890 =======> 0.000452739914
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 87 13 6908 =======> 0.661207437515
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 99 12 6927 =======> 0.001935521723
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 105 13 6934 =======> 0.625247836113
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 117 11 6953 =======> 0.001301109907
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 121 14 6958 =======> 0.001776319696
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 125 10 6961 =======> 0.001002319041
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 131 13 6969 =======> 0.576361954212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 137 11 6979 =======> 0.001292565023
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 141 10 6983 =======> 0.001702279202
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 156 13 6994 =======> 0.904993176460
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 161 5 6999 =======> 0.001766121713
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 165 11 7008 =======> 0.001656764885
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 178 12 7023 =======> 0.005609092303
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 182 24 7029 =======> 0.000546497584
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 193 13 7043 =======> 0.589262843132
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 202 5 7058 =======> 0.000745129073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 209 5 7066 =======> 0.115523874760
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 213 11 7071 =======> 0.000631031697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 227 12 7086 =======> 0.001819387195
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 232 24 7093 =======> 0.000520483532
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 244 13 7107 =======> 0.844778358936
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 249 19 7111 =======> 0.000199639268
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 267 20 7137 =======> 0.000166214464
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 277 24 7153 =======> 0.001190911746
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js emptySequence 288 0 7162 =======> 0.946149826050
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.287184834480
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.086279556155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.000035506746
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.004890700802
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js MakeRef 14 7 7831 =======> 0.884928703308
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js SetRef 18 7 7837 =======> 0.633815109730
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js OwnerID 27 7 7842 =======> 0.798420310020
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js ensureSize 29 7 7845 =======> 0.730341494083
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wrapIndex 36 7 7856 =======> 0.306546628475
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js returnTrue 54 7 7870 =======> 0.002461371012
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wholeSlice 58 7 7873 =======> 0.782070159912
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveBegin 66 7 7883 =======> 0.841872751713
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveEnd 70 7 7889 =======> 0.576340496540
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveIndex 74 0 7893 =======> 0.000499295129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js isNeg 88 0 7907 =======> 0.000723962847
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isAssociative.js isAssociative 4 7 8781 =======> 0.231546521187
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isCollection.js isCollection 4 7 8792 =======> 0.907596528530
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isImmutable.js isImmutable 4 7 8806 =======> 0.891539812088
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isKeyed.js isKeyed 3 7 8828 =======> 0.921451032162
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isOrdered.js isOrdered 3 7 8861 =======> 0.867074429989
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isRecord.js isRecord 3 7 8900 =======> 0.924808204174
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isSeq.js isSeq 3 7 8911 =======> 0.819245100021
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/utils/isArrayLike.js isArrayLike 1 15 9173 =======> 0.694279193878
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js isCollection 133 6 6973
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 8 13 1645 =======> 0.213181406260
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 14 13 1656 =======> 0.820515453815
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 20 13 1666 =======> 0.653648436069
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 26 13 1676 =======> 0.708060801029
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 11 13 3075 =======> 0.677272260189
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 15 10 3079 =======> 0.050702884793
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 24 59 3087 =======> 0.000002576835
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 27 38 3090 =======> 0.000008338036
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorValue 31 7 3093 =======> 0.787360131741
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorDone 42 7 3109 =======> 0.983934342861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js hasIterator 46 7 3115 =======> 0.749446094036
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isIterator 55 7 3129 =======> 0.645004034042
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIterator 59 7 3135 =======> 0.568632602692
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIteratorFn 64 0 3144 =======> 0.375954031944
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isEntriesIterable 74 7 3150 =======> 0.054787974805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isKeysIterable 79 7 3157 =======> 0.161770090461
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 25 13 6821 =======> 0.918238759041
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 33 7 6835 =======> 0.405137538910
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 37 10 6839 =======> 0.000461787859
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 41 13 6845 =======> 0.155813157558
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 51 11 6859 =======> 0.000328238617
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 69 12 6882 =======> 0.000395627809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 74 26 6890 =======> 0.000167176404
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 87 13 6908 =======> 0.619153976440
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 99 12 6927 =======> 0.002575349528
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 105 13 6934 =======> 0.658851921558
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 117 11 6953 =======> 0.000762671756
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 121 14 6958 =======> 0.001978767337
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 125 10 6961 =======> 0.000462604017
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 131 13 6969 =======> 0.566533386707
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 137 11 6979 =======> 0.000742781733
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 141 10 6983 =======> 0.001858971897
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 156 13 6994 =======> 0.819866478443
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 161 5 6999 =======> 0.000501204398
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 165 11 7008 =======> 0.000609272160
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 178 12 7023 =======> 0.001376679400
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 182 24 7029 =======> 0.000188703882
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 193 13 7043 =======> 0.258897870779
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 202 5 7058 =======> 0.000288376788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 209 5 7066 =======> 0.033293701708
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 213 11 7071 =======> 0.000257533800
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 227 12 7086 =======> 0.000480589835
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 232 24 7093 =======> 0.000187733676
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 244 13 7107 =======> 0.603391647339
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 249 19 7111 =======> 0.000072811490
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 267 20 7137 =======> 0.000064089458
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 277 24 7153 =======> 0.000305853842
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js emptySequence 288 0 7162 =======> 0.867564082146
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.096131153405
