Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/evaluate-by-operator/evaluate-by-operator.js operator 33 9 28049
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 641 15 35977 =======> 0.689934134483
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 650 12 35997 =======> 0.605098962784
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 651 32 35999 =======> 0.056357983500
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 664 13 36029 =======> 0.937710404396
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 665 32 36031 =======> 0.047948993742
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 675 12 36047 =======> 0.962690830231
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 684 13 36063 =======> 0.920240044594
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 692 14 36077 =======> 0.815872609615
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 702 14 36099 =======> 0.962691068649
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 711 14 36115 =======> 0.974905669689
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 719 20 36129 =======> 0.231574535370
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 726 15 36148 =======> 0.454752564430
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 733 15 36160 =======> 0.454753011465
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 740 15 36172 =======> 0.762239813805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 746 16 36180 =======> 0.762240350246
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 752 14 36188 =======> 0.962690949440
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 761 18 36204 =======> 0.918000519276
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 762 32 36206 =======> 0.070700883865
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 775 14 36236 =======> 0.400179743767
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 783 18 36258 =======> 0.759550511837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 789 18 36272 =======> 0.759550094604
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 795 13 36286 =======> 0.523106753826
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 802 17 36306 =======> 0.759549915791
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 808 14 36320 =======> 0.985884487629
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 817 17 36337 =======> 0.920239627361
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 825 13 36351 =======> 0.309772044420
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 834 13 36377 =======> 0.089045569301
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 844 13 36409 =======> 0.096317112446
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 853 14 36436 =======> 0.309771865606
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 862 20 36462 =======> 0.467967420816
Total edge above 0.9 ===>  28


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js setVariable 753 4 36189
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 13 13 29626 =======> 0.419040352106
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 20 18 29634 =======> 0.003652007552
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 21 20 29639 =======> 0.000002514602
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 23 20 29644 =======> 0.000197886809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 24 17 29650 =======> 0.000385179155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 25 18 29655 =======> 0.000011152856
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 42 7 29672 =======> 0.992188692093
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 80 13 29695 =======> 0.999262988567
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 92 13 29699 =======> 0.838927567005
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 103 15 29702 =======> 0.995285570621
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 106 36 29707 =======> 0.000000146700
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 126 13 29718 =======> 0.519532024860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 138 13 29723 =======> 0.736214399338
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 150 15 29726 =======> 0.996275544167
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 158 44 29735 =======> 0.000000314770
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 174 16 29743 =======> 0.999323606491
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 180 53 29756 =======> 0.020872937515
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 195 17 29760 =======> 0.996806383133
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 225 52 29789 =======> 0.006351232529
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 239 13 29794 =======> 0.999257385731
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 3 42 34567 =======> 0.018927695230
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 6 13 34572 =======> 0.003150901524
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 9 12 34576 =======> 0.003291108180
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 13 15 34579 =======> 0.431856811047
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 21 16 34607 =======> 0.261033654213
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 28 17 34625 =======> 0.261033654213
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 35 18 34643 =======> 0.569034874439
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 36 32 34646 =======> 0.028517268598
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 47 19 34666 =======> 0.569048345089
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 48 32 34668 =======> 0.028711613268
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 61 17 34683 =======> 0.073973760009
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 71 16 34713 =======> 0.351087450981
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 77 18 34727 =======> 0.158474564552
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 86 25 34753 =======> 0.294865429401
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 93 18 34771 =======> 0.020314285532
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 100 19 34789 =======> 0.502855956554
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 107 22 34807 =======> 0.294865369797
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 114 18 34825 =======> 0.563105940819
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 120 21 34839 =======> 0.294865429401
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 127 15 34857 =======> 0.321465730667
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 128 32 34859 =======> 0.025117797777
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 140 16 34891 =======> 0.681399345398
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 141 32 34893 =======> 0.022498071194
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 151 19 34909 =======> 0.304306268692
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 159 21 34931 =======> 0.294865041971
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 166 15 34949 =======> 0.824794828892
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 174 14 34964 =======> 0.083235576749
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 180 15 34978 =======> 0.083235502243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 186 19 34992 =======> 0.083235546947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 192 16 35006 =======> 0.838860988617
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 194 32 35010 =======> 0.022874221206
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 204 17 35025 =======> 0.838860988617
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 206 32 35029 =======> 0.022874094546
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 216 16 35044 =======> 0.743275582790
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 223 20 35056 =======> 0.083235524595
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 229 21 35070 =======> 0.880629599094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 236 21 35080 =======> 0.755397677422
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 243 14 35090 =======> 0.756517648697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 249 18 35098 =======> 0.431858152151
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 257 14 35120 =======> 0.301063179970
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 266 16 35146 =======> 0.304305791855
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 274 13 35168 =======> 0.304305315018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 282 15 35190 =======> 0.304306119680
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 290 15 35212 =======> 0.579279363155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 296 18 35227 =======> 0.351087272167
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 302 17 35241 =======> 0.755397737026
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 309 18 35251 =======> 0.894366741180
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 316 14 35262 =======> 0.372578382492
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 321 18 35272 =======> 0.158474221826
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 330 17 35298 =======> 0.304306030273
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 338 16 35320 =======> 0.372578233480
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 343 24 35330 =======> 0.372578114271
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 348 14 35340 =======> 0.372577905655
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 353 16 35350 =======> 0.612736165524
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 359 15 35358 =======> 0.721497058868
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 378 16 35390 =======> 0.612736284733
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 384 20 35398 =======> 0.158474892378
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 393 18 35424 =======> 0.755397439003
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 400 13 35434 =======> 0.828096926212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 408 14 35449 =======> 0.891708791256
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 416 15 35463 =======> 0.905080497265
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 424 15 35478 =======> 0.905080556870
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 432 20 35493 =======> 0.301062464714
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 441 19 35519 =======> 0.304305434227
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 449 12 35541 =======> 0.337615877390
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 454 13 35551 =======> 0.337614357471
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 459 15 35561 =======> 0.337615400553
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 464 12 35571 =======> 0.391022682190
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 469 13 35582 =======> 0.391022890806
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 474 17 35593 =======> 0.812642574310
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 483 17 35613 =======> 0.767867863178
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 492 21 35631 =======> 0.301062822342
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 501 17 35657 =======> 0.301062673330
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 510 16 35683 =======> 0.304305344820
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 518 18 35705 =======> 0.261033803225
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 525 17 35723 =======> 0.351087778807
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 531 16 35737 =======> 0.908293664455
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 540 22 35753 =======> 0.767868041992
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 549 22 35771 =======> 0.767868101597
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 558 23 35789 =======> 0.767867743969
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 567 23 35807 =======> 0.767867743969
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 576 15 35825 =======> 0.083235636353
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 582 21 35839 =======> 0.083235435188
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 588 12 35853 =======> 0.372576713562
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 593 20 35863 =======> 0.431857764721
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 601 13 35885 =======> 0.763838291168
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 612 20 35909 =======> 0.061428248882
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 622 20 35933 =======> 0.061428289860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 632 16 35957 =======> 0.184761285782
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 641 15 35977 =======> 0.184761166573
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 650 12 35997 =======> 0.103128403425
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 651 32 35999 =======> 0.026568235829
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 664 13 36029 =======> 0.681399703026
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 665 32 36031 =======> 0.022498060018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 675 12 36047 =======> 0.908293306828
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 684 13 36063 =======> 0.824795126915
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 692 14 36077 =======> 0.779683768749
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 702 14 36099 =======> 0.908293843269
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 711 14 36115 =======> 0.891708910465
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 719 20 36129 =======> 0.022686135024
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 726 15 36148 =======> 0.508329927921
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 733 15 36160 =======> 0.508329570293
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 740 15 36172 =======> 0.612736165524
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 746 16 36180 =======> 0.612736523151
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 752 14 36188 =======> 0.908293843269
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 761 18 36204 =======> 0.562301278114
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 762 32 36206 =======> 0.034971695393
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 775 14 36236 =======> 0.431856423616
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 783 18 36258 =======> 0.563107192516
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 789 18 36272 =======> 0.563106477261
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 795 13 36286 =======> 0.503424882889
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 802 17 36306 =======> 0.563106000423
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 808 14 36320 =======> 0.945677936077
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 817 17 36337 =======> 0.824793994427
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 825 13 36351 =======> 0.334124952555
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 834 13 36377 =======> 0.139569357038
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 844 13 36409 =======> 0.152530744672
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 853 14 36436 =======> 0.334123879671
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 862 20 36462 =======> 0.301062524319
Total edge above 0.9 ===>  28


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js setVariable 754 4 36191
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 13 13 29626 =======> 0.419041037560
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 20 18 29634 =======> 0.003652023617
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 21 20 29639 =======> 0.000002514614
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 23 20 29644 =======> 0.000197887755
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 24 17 29650 =======> 0.000385180960
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 25 18 29655 =======> 0.000011152888
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 42 7 29672 =======> 0.992188572884
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 80 13 29695 =======> 0.999262988567
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 92 13 29699 =======> 0.838927328587
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 103 15 29702 =======> 0.995285570621
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 106 36 29707 =======> 0.000000146700
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 126 13 29718 =======> 0.519532561302
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 138 13 29723 =======> 0.736214280128
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 150 15 29726 =======> 0.996275544167
